FileName, CommitSha
Bag/incidentsbsasedon_def_for_cloud.json,66d9b3478fd75d9a516b4ec47ad951f076fe249c
Microsoft Defender for Cloud/json/CoreBackupDeletionwithSecurityAlert.json,e85b565fd6ebbe42af6026966bd91faf07bd4049
Bag/incidentsbsasedon_def_for_entraIDprotection.json,55e455f99bb6de1a613f9eac731f50428510eb3b
Bag/incidentsbsasedon_def_for_endpoint.json,df369f388d4db3c369bda490bd42d68f67364519
Bag/incidentsbsasedon_def_for_identity.json,7ddda3ffa666760baad89454bce5863b84a9819d
Microsoft Defender for Endpoint/json/AquaBlizzardAVHits.json,41d7da0821ba4015c7ba69555ea297d546c9ac1b
Bag/incidentsbsasedon_def_for_office365.json,c9c260530a8b01b0cd22d98aac256b4abfd9fb2e

